# Pattern: combined
# Description: Commands with 2+ semantic gap types (complex patterns)
# Total commands: 68
# Coverage range: 0.0% - 100.0%
# Average coverage: 56.2%
# Average gap count: 2.0
#
# Commands sorted by coverage_pct (ascending) to prioritize gaps
#
command	parse_status	coverage_pct	missing_count	file_ops_count	command_type	dangerous	missing_tokens	semantic_gap_count	critical_gaps	gap_types
bd create \\n  --title "Glob Pattern Matcher - Tests" \\n  --external-ref "opsx:bash-parser-file-ops:1.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "foundation" \\n  --label "testing" \\n  --description "$(cat <<'EOF'\nCreate comprehensive ERT tests for glob pattern matching.\n\nFiles to create:\n- config/experiments/bash-parser/test/test-glob-matching.el\n\nImplementation steps:\n1. Create test file with ERT framework setup\n2. Implement tests for each glob matching scenario from spec:\n   - Single-level wildcard (*) matching\n   - Recursive wildcard (**) matching (0-N segments)\n   - Character class matching ([0-9], [abc])\n   - Question mark (?) single char matching\n   - Edge cases (** at start, middle, end of pattern)\n3. Test that * does NOT cross directory boundaries\n4. Test pattern matching without filesystem access\n5. Use naming convention: test-glob-<scenario-slug>\n\nDesign rationale:\nCo-located tests in test/ subdirectory for easy discovery. One test per scenario with spec reference in docstring for traceability. Test both positive cases (should match) and negative cases (should NOT match). No filesystem dependency - all tests use string paths.\n\nDesign pattern:\n```elisp\n(ert-deftest test-glob-single-level-wildcard-match ()\n  "Scenario: bash-sandbox-security § 'Single-level wildcard match'"\n  (should (jf/bash-glob-match-p "/workspace/file.txt" "/workspace/*.txt")))\n\n(ert-deftest test-glob-recursive-wildcard-match ()\n  "Scenario: bash-sandbox-security § 'Recursive wildcard match'"\n  (should (jf/bash-glob-match-p "/workspace/src/foo.el" "/workspace/**/*.el")))\n\n(ert-deftest test-glob-single-star-rejects-multiple-levels ()\n  "Scenario: bash-sandbox-security § 'Single star rejects multiple levels'"\n  (should-not (jf/bash-glob-match-p "/workspace/a/b/foo.el" "/workspace/*/foo.el")))\n```\n\nVerification:\n- All test-glob-* tests pass via (ert "^test-glob-")\n- Coverage for all glob matching scenarios in spec\n- Tests can run without filesystem access (pure string matching)\n\nContext: architecture.md § "Testing Approach" + specs/bash-sandbox-security/spec.md glob sections\nEOF\n)"	SUCCESS	0.0	16	0	:simple		bd, create, --title, Glob Pattern Matcher - Tests, --external-ref, opsx:bash-parser-file-ops:1.3, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Glob Pattern Matcher - Tests" \\n  --external-ref "opsx:bash-parser-file-ops" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "foundation" \\n  --label "testing" \\n  --description "$(cat <<'EOF'\nCreate comprehensive ERT tests for glob pattern matching.\n\nFiles to create:\n- config/experiments/bash-parser/test/test-glob-matching.el\n\nImplementation steps:\n1. Create test file with ERT framework setup\n2. Implement tests for each glob matching scenario from spec:\n   - Single-level wildcard (*) matching\n   - Recursive wildcard (**) matching (0-N segments)\n   - Character class matching ([0-9], [abc])\n   - Question mark (?) single char matching\n   - Edge cases (** at start, middle, end of pattern)\n3. Test that * does NOT cross directory boundaries\n4. Test pattern matching without filesystem access\n5. Use naming convention: test-glob-<scenario-slug>\n\nDesign rationale:\nCo-located tests in test/ subdirectory for easy discovery. One test per scenario with spec reference in docstring for traceability. Test both positive cases (should match) and negative cases (should NOT match). No filesystem dependency - all tests use string paths.\n\nDesign pattern:\n```elisp\n(ert-deftest test-glob-single-level-wildcard-match ()\n  "Scenario: bash-sandbox-security § 'Single-level wildcard match'"\n  (should (jf/bash-glob-match-p "/workspace/file.txt" "/workspace/*.txt")))\n\n(ert-deftest test-glob-recursive-wildcard-match ()\n  "Scenario: bash-sandbox-security § 'Recursive wildcard match'"\n  (should (jf/bash-glob-match-p "/workspace/src/foo.el" "/workspace/**/*.el")))\n\n(ert-deftest test-glob-single-star-rejects-multiple-levels ()\n  "Scenario: bash-sandbox-security § 'Single star rejects multiple levels'"\n  (should-not (jf/bash-glob-match-p "/workspace/a/b/foo.el" "/workspace/*/foo.el")))\n```\n\nVerification:\n- All test-glob-* tests pass via (ert "^test-glob-")\n- Coverage for all glob matching scenarios in spec\n- Tests can run without filesystem access (pure string matching)\n\nContext: architecture.md § "Testing Approach" + specs/bash-sandbox-security/spec.md glob sections\nEOF\n)"	SUCCESS	0.0	16	0	:simple		bd, create, --title, Glob Pattern Matcher - Tests, --external-ref, opsx:bash-parser-file-ops, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Indirect Operation Marking" \\n  --external-ref "opsx:bash-parser-file-ops:5.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "command-injection" \\n  --description "$(cat <<'EOF'\nMark file operations from nested commands as indirect for security policies.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (integrate with extraction)\n\nImplementation steps:\n1. Extend file operations extraction to handle nested commands\n2. When extracting from command with :command-injection t:\n   - Parse nested command\n   - Extract operations from nested command\n   - Mark all operations with :indirect t\n3. Track nesting depth for multi-level injection:\n   - bash -c 'bash -c rm file' → :nesting-depth 2\n4. Include nested command string in metadata for debugging\n5. Integrate marking into main extraction function\n\nDesign rationale:\n:indirect flag enables stricter security policies - some callers may reject all indirect operations (defense-in-depth). Nesting depth tracks recursive injection (security visibility). Metadata preserves nested command for audit trails. Integration with extraction means indirect operations flow through normal validation pipeline with special flag.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-operations-from-nested (parsed-command nesting-depth)\n  "Extract operations from nested command, marking as indirect."\n  (when (plist-get parsed-command :command-injection)\n    (let* ((nested-str (plist-get parsed-command :nested-command-string))\n           (nested-parsed (jf/bash-parse-nested-command nested-str))\n           ;; Recursively extract (may have more nesting)\n           (nested-ops (jf/bash-extract-file-operations nested-parsed)))\n      ;; Mark all operations as indirect\n      (mapcar (lambda (op)\n                (plist-put op :indirect t)\n                (plist-put op :nesting-depth (1+ nesting-depth))\n                (plist-put op :nested-command nested-str)\n                op)\n              nested-ops))))\n```\n\nVerification:\n- "bash -c 'rm file.txt'" → operation marked :indirect t\n- "rm file.txt" → operation NOT marked indirect (or :indirect nil)\n- "bash -c 'sh -c rm file'" → operation marked :nesting-depth 2\n- Integration with security checker uses :indirect flag for policy\n- Test all indirect marking scenarios from bash-parser/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Indirect Operation Marking, --external-ref, opsx:bash-parser-file-ops:5.3, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Main Extraction Function" \\n  --external-ref "opsx:bash-parser-file-ops:2.4" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "extraction" \\n  --description "$(cat <<'EOF'\nImplement main entry point coordinating extraction from all sources.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "File Operations Extraction - Main"\n2. Implement `jf/bash-extract-file-operations` public API function\n3. Accept parsed-command and optional :var-context parameter\n4. Coordinate extraction from all sources:\n   - Call jf/bash-extract-operations-from-redirections\n   - Call jf/bash-extract-operations-from-positional-args\n   - Call jf/bash-extract-operations-from-exec-blocks\n5. Handle multi-command constructs (pipelines, chains):\n   - Detect :type :pipeline or :chain\n   - Recursively extract from each command\n   - Combine operations from all commands\n6. Deduplicate operations (same file + operation type)\n7. Assign overall confidence levels\n8. Return complete list of operation plists\n\nDesign rationale:\nSingle entry point simplifies API - caller doesn't need to know extraction sources. Handles all command types (simple, pipeline, chain) transparently. Deduplication prevents duplicate entries when file appears multiple times. Confidence levels enable fail-safe security policies. Variable context parameter prepares for future variable resolution integration.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-file-operations (parsed-command &optional var-context)\n  "Extract all file operations from PARSED-COMMAND. Main entry point."\n  (let ((operations nil))\n    (pcase (plist-get parsed-command :type)\n      (:simple-command\n       (setq operations\n             (append (jf/bash-extract-operations-from-redirections parsed-command)\n                     (jf/bash-extract-operations-from-positional-args parsed-command)\n                     (jf/bash-extract-operations-from-exec-blocks parsed-command))))\n      (:pipeline\n       (dolist (cmd (plist-get parsed-command :commands))\n         (setq operations (append operations (jf/bash-extract-file-operations cmd var-context)))))\n      (:chain\n       (dolist (cmd (plist-get parsed-command :commands))\n         (setq operations (append operations (jf/bash-extract-file-operations cmd var-context))))))\n    ;; Deduplicate: same file + operation\n    (jf/bash--deduplicate-operations operations)))\n```\n\nVerification:\n- Simple commands extract from all sources\n- "cat file.txt | grep pattern > output.txt" extracts from both commands in pipeline\n- "rm temp.txt && touch new.txt" extracts from both commands in chain\n- Duplicate operations removed (same file + operation appears once)\n- Test with all multi-command scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 2: File Operation Extraction Architecture"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Main Extraction Function, --external-ref, opsx:bash-parser-file-ops:2.4, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Nested Command Parsing" \\n  --external-ref "opsx:bash-parser-file-ops:5.2" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "command-injection" \\n  --description "$(cat <<'EOF'\nRecursively parse nested command strings from command injection patterns.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (extend injection section)\n\nImplementation steps:\n1. Extend "Command Injection Detection" section\n2. Implement `jf/bash-parse-nested-command` function\n3. Strip outer quotes from nested command string:\n   - Single quotes: 'cmd' → cmd\n   - Double quotes: "cmd" → cmd\n   - Preserve inner quotes: 'grep "pattern" file' → grep "pattern" file\n4. Recursively call jf/bash-parse on stripped command string\n5. Handle nested variables (preserve in double quotes, not in single)\n6. Return parsed nested command structure\n7. Integrate with main parser to populate :nested-command field\n\nDesign rationale:\nRecursive parsing reuses existing parser infrastructure - no duplicate logic. Quote stripping is critical - "bash -c 'rm file'" needs inner 'rm file' parsed. Preserving inner quotes maintains command semantics. Single vs double quote handling matches shell semantics (no variable expansion in single quotes).\n\nDesign pattern:\n```elisp\n(defun jf/bash-parse-nested-command (nested-command-string)\n  "Parse nested command string, stripping outer quotes."\n  (let ((stripped (jf/bash--strip-outer-quotes nested-command-string)))\n    ;; Recursively parse stripped command\n    (jf/bash-parse stripped)))\n\n(defun jf/bash--strip-outer-quotes (str)\n  "Strip outer single or double quotes from STR. Preserve inner quotes."\n  (cond\n   ;; Single quotes\n   ((and (string-prefix-p "'" str) (string-suffix-p "'" str))\n    (substring str 1 (1- (length str))))\n   ;; Double quotes\n   ((and (string-prefix-p "\"" str) (string-suffix-p "\"" str))\n    (substring str 1 (1- (length str))))\n   ;; No outer quotes\n   (t str)))\n```\n\nVerification:\n- "'rm file.txt'" → parses as "rm file.txt"\n- "\"cat file.txt\"" → parses as "cat file.txt"\n- "'grep \"pattern\" file'" → inner quotes preserved in parsed command\n- "bash -c 'bash -c rm file'" → nested parsing (recursive injection)\n- Test all nested parsing scenarios from bash-parser/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Nested Command Parsing, --external-ref, opsx:bash-parser-file-ops:5.2, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Operation Permission Checking" \\n  --external-ref "opsx:bash-parser-file-ops:4.2" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nValidate operation types against rule permissions and generate violations.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Permission Checking"\n2. Implement `jf/bash-check-operation-permission` function\n3. Accept: operation plist, matched rule (or nil)\n4. Validate operation type (:read, :write, :delete, etc.) against rule's :operations list\n5. Generate violation if:\n   - No rule matched (path not in allowlist)\n   - Operation type not in rule's allowed operations\n6. Return violation plist with:\n   - :file, :operation, :matched-rule, :reason\n7. Return nil if operation allowed\n\nDesign rationale:\nOperation-specific permissions provide fine-grained control - can allow read but deny write on same path. Violation reporting includes full context for debugging and user feedback. No rule match = violation (fail-safe: deny by default). Clear reasons help users fix their sandbox rules or commands.\n\nDesign pattern:\n```elisp\n(defun jf/bash-check-operation-permission (operation matched-rule)\n  "Check if OPERATION is allowed by MATCHED-RULE. Return violation or nil."\n  (let ((file (plist-get operation :file))\n        (op-type (plist-get operation :operation)))\n    (cond\n     ;; No rule matched = violation\n     ((null matched-rule)\n      (list :file file\n            :operation op-type\n            :matched-rule nil\n            :reason "No allowlist rule matches this file path"))\n     ;; Operation not in allowed list = violation\n     ((not (memq op-type (plist-get matched-rule :operations)))\n      (list :file file\n            :operation op-type\n            :matched-rule matched-rule\n            :reason (format "Operation %s not allowed (rule permits: %s)"\n                           op-type (plist-get matched-rule :operations))))\n     ;; Allowed\n     (t nil))))\n```\n\nVerification:\n- Read operation on "/workspace/**" with :read in rule → allowed (nil)\n- Write operation on "/workspace/**" with only :read in rule → violation\n- Any operation on unmatched path → violation with "No rule matches" reason\n- Test all permission checking scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Operation Permission Checking, --external-ref, opsx:bash-parser-file-ops:4.2, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Parser Extension Tests" \\n  --external-ref "opsx:bash-parser-file-ops:6.4" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "testing" \\n  --description "$(cat <<'EOF'\nCreate tests for parser extensions and backward compatibility.\n\nFiles to create:\n- config/experiments/bash-parser/test/test-parser-extension.el\n\nImplementation steps:\n1. Create test file with ERT setup\n2. Implement tests for parser extension scenarios:\n   - Existing parse function unchanged (backward compatibility)\n   - New extraction function available\n   - Leverage existing parsed data (redirections, exec-blocks, positional-args)\n   - Command injection detection (bash -c, python -c, sh -c, env -S)\n   - Nested command parsing (recursive parsing)\n   - Indirect operation marking\n   - Command injection argument extraction\n   - Quote stripping for nested commands\n3. Implement backward compatibility tests:\n   - Existing test cases still pass\n   - Parse return format unchanged\n   - No breaking changes to API\n4. Use naming convention: test-parser-extension-*\n5. Include spec reference in docstring\n\nDesign rationale:\nBackward compatibility is critical - existing parser consumers must not break. Test that new functions exist without modifying old ones. Command injection detection is security-critical, test all injection vectors. Tests verify that existing parser data structures (redirections, exec-blocks) are reused correctly.\n\nDesign pattern:\n```elisp\n(ert-deftest test-parser-extension-existing-unchanged ()\n  "Scenario: bash-parser § 'Existing parse function unchanged'"\n  (let ((result (jf/bash-parse "cat file.txt")))\n    ;; Verify existing structure preserved\n    (should (eq (plist-get result :type) :simple-command))\n    (should (string= (plist-get result :command) "cat"))\n    (should (equal (plist-get result :positional-args) '("file.txt")))))\n\n(ert-deftest test-parser-extension-detect-bash-c ()\n  "Scenario: bash-parser § 'Detect bash -c pattern'"\n  (let ((result (jf/bash-parse "bash -c 'rm file.txt'")))\n    (should (plist-get result :command-injection))\n    (should (equal (plist-get result :nested-command-string) "rm file.txt"))))\n\n(ert-deftest test-parser-extension-nested-parsing ()\n  "Scenario: bash-parser § 'Parse nested bash command'"\n  (let* ((result (jf/bash-parse "bash -c 'rm /workspace/file.txt'"))\n         (nested (jf/bash-parse-nested-command (plist-get result :nested-command-string))))\n    (should (string= (plist-get nested :command) "rm"))\n    (should (equal (plist-get nested :positional-args) '("/workspace/file.txt")))))\n```\n\nVerification:\n- All test-parser-extension-* tests pass\n- Existing parser tests continue to pass (regression suite)\n- Coverage for all scenarios in bash-parser/spec.md\n\nContext: architecture.md § "Testing Approach" + specs/bash-parser/spec.md\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Parser Extension Tests, --external-ref, opsx:bash-parser-file-ops:6.4, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Remove leftover :shell-commands reference in scope-profiles.el" \\n  --type task \\n  --priority P1 \\n  --label scoped-bash-command-execution \\n  --label cleanup \\n  --description "$(cat <<'EOF'\n## Problem\n\nMinor leftover from shell_commands → bash_tools migration.\n\n## Location\n\n`/Users/jefffarr/emacs/config/gptel/scope-profiles.el:189`\n\n**Current:**\n```elisp\n(list :paths (list :read nil :write nil :deny nil)\n      :org-roam-patterns (list :subdirectory nil :title nil :tag nil)\n      :shell-commands (list :allow nil :deny nil)  ; ← LEFTOVER\n      :bash-tools (list :categories (list :read-only (list :commands nil)\n                                          :safe-write (list :commands nil)\n                                          :dangerous (list :commands nil))\n                        :deny nil))\n```\n\n**Should be:**\n```elisp\n(list :paths (list :read nil :write nil :deny nil)\n      :org-roam-patterns (list :subdirectory nil :title nil :tag nil)\n      :bash-tools (list :categories (list :read-only (list :commands nil)\n                                          :safe-write (list :commands nil)\n                                          :dangerous (list :commands nil))\n                        :deny nil))\n```\n\n## Impact\n\nHarmless (shell_commands no longer validated), but represents out-of-sync condition between .org source and generated .el file.\n\n## Fix\n\n1. Edit `/Users/jefffarr/emacs/config/gptel/scope-profiles.org`\n2. Remove `:shell-commands` line from default structure\n3. Tangle to regenerate .el file\n4. Verify .el matches .org\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Remove leftover :shell-commands reference in scope-profiles.el, --type, task, --priority, P1, --label, scoped-bash-command-execution	2	1	command-substitution, heredoc
bd create \\n  --title "Rule Matching Engine" \\n  --external-ref "opsx:bash-parser-file-ops:4.1" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement first-match-wins rule evaluation for path matching.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Rule Matching"\n2. Define sandbox rule structure:\n   (:patterns ("glob-pattern" ...) :operations (:read :write ...))\n3. Implement `jf/bash-match-rule` function\n4. Evaluate rules in order, return first matching rule\n5. Use jf/bash-glob-match-p to test path against each pattern\n6. Return matched rule or nil if no match\n\nDesign rationale:\nFirst-match-wins enables specific rules before general rules. Example: "/workspace/temp/**" (read+write+delete) before "/workspace/**" (read-only). Rule list is simple data structure (easy to serialize, inspect). Each rule contains multiple patterns (OR logic within rule) and allowed operations.\n\nDesign pattern:\n```elisp\n(defun jf/bash-match-rule (file-path rules)\n  "Find first rule matching FILE-PATH. Return rule or nil."\n  (cl-loop for rule in rules\n           when (cl-loop for pattern in (plist-get rule :patterns)\n                         thereis (jf/bash-glob-match-p file-path pattern))\n           return rule))\n\n;; Example usage\n(defvar jf/bash-sandbox-rules\n  '((:patterns ("/workspace/temp/**") :operations (:read :write :delete))\n    (:patterns ("/workspace/**") :operations (:read))\n    (:patterns ("/tmp/**") :operations (:read :write))))\n```\n\nVerification:\n- "/workspace/temp/file.txt" matches first rule (temp-specific)\n- "/workspace/src/foo.el" matches second rule (workspace general)\n- "/etc/passwd" matches no rule (returns nil)\n- Rules evaluated in order (first match wins)\n- Multiple patterns in rule tested with OR logic\n- Test all rule matching scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Rule Matching Engine, --external-ref, opsx:bash-parser-file-ops:4.1, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Security Checker - Core" \\n  --external-ref "opsx:bash-parser-file-ops:4.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement main security validation function coordinating all checks.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Main"\n2. Implement `jf/bash-sandbox-check` public API function\n3. Accept command-string, rules, and optional var-context\n4. Parse command using jf/bash-parse\n5. Extract file operations using jf/bash-extract-file-operations\n6. For each operation:\n   - Match against rules using jf/bash-match-rule\n   - Check permissions using jf/bash-check-operation-permission\n   - Collect violations\n7. Separate unhandled operations (low confidence, unresolved vars)\n8. Return result plist:\n   - :allowed (t if no violations and no unhandled, nil otherwise)\n   - :command (original command string)\n   - :operations (all extracted operations)\n   - :violations (list of violation plists)\n   - :unhandled (operations that couldn't be validated)\n\nDesign rationale:\nSingle entry point for security validation simplifies integration. Parse → extract → validate pipeline is transparent to caller. Violations and unhandled operations separated for different user actions (violations = fix rules, unhandled = unsupported command). Fail-safe: any unhandled operations → :allowed nil.\n\nDesign pattern:\n```elisp\n(defun jf/bash-sandbox-check (command-string rules &optional var-context)\n  "Validate COMMAND-STRING against RULES. Return validation result."\n  (let* ((parsed (jf/bash-parse command-string))\n         (operations (jf/bash-extract-file-operations parsed var-context))\n         (violations nil)\n         (unhandled nil))\n    (dolist (op operations)\n      (cond\n       ;; Low confidence or unresolved = unhandled\n       ((or (eq (plist-get op :confidence) :low)\n            (plist-get op :unresolved))\n        (push op unhandled))\n       ;; Normal validation\n       (t\n        (let* ((rule (jf/bash-match-rule (plist-get op :file) rules))\n               (violation (jf/bash-check-operation-permission op rule)))\n          (when violation\n            (push violation violations))))))\n    (list :allowed (and (null violations) (null unhandled))\n          :command command-string\n          :operations operations\n          :violations (nreverse violations)\n          :unhandled (nreverse unhandled))))\n```\n\nVerification:\n- Allowed command → :allowed t, no violations, no unhandled\n- Denied command → :allowed nil, violations list with details\n- Command with unhandled operations → :allowed nil, unhandled list\n- Test all security checking scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Security Checker - Core, --external-ref, opsx:bash-parser-file-ops:4.3, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Security Validation Tests" \\n  --external-ref "opsx:bash-parser-file-ops:6.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "testing" \\n  --description "$(cat <<'EOF'\nCreate comprehensive ERT tests for security validation and sandbox checking.\n\nFiles to create:\n- config/experiments/bash-parser/test/test-security-validator.el\n\nImplementation steps:\n1. Create test file with ERT setup\n2. Implement tests for each security scenario from spec:\n   - Sandbox rules definition (patterns + operations)\n   - Allow command matching rules\n   - Deny command violating rules\n   - Multiple violations handling\n   - Glob pattern matching (all glob scenarios)\n   - Path segment matching (**, *, ?, [])\n   - Operation-specific permission checking\n   - Rule matching priority (first-match-wins)\n   - Violation reporting (file, operation, rule, reason)\n   - Unhandled operation reporting (low confidence, unresolved vars)\n   - Security check result format\n   - cd command rejection with guidance\n   - Variable resolution in security context\n   - Unresolved variable rejection\n   - Indirect operation handling\n   - Enhanced violation reporting\n3. Use naming convention: test-security-* or test-glob-*\n4. Include spec reference in docstring\n\nDesign rationale:\nSecurity validation is security-critical - exhaustive testing essential. Test both allowed and denied scenarios. Test special policies (cd, variables, indirect). Integration tests verify full pipeline (parse → extract → validate). Glob pattern tests already covered in test-glob-matching.el, focus on security logic here.\n\nDesign pattern:\n```elisp\n(ert-deftest test-security-allow-command-matching-rules ()\n  "Scenario: bash-sandbox-security § 'Allow command matching rules'"\n  (let ((rules '((:patterns ("/workspace/**") :operations (:read :write)))))\n    (let ((result (jf/bash-sandbox-check "cat /workspace/file.txt" rules)))\n      (should (plist-get result :allowed))\n      (should (null (plist-get result :violations))))))\n\n(ert-deftest test-security-deny-command-violating-rules ()\n  "Scenario: bash-sandbox-security § 'Deny command violating rules'"\n  (let ((rules '((:patterns ("/workspace/**") :operations (:read)))))\n    (let ((result (jf/bash-sandbox-check "rm /workspace/file.txt" rules)))\n      (should-not (plist-get result :allowed))\n      (should (plist-get result :violations)))))\n\n(ert-deftest test-security-reject-cd-command ()\n  "Scenario: bash-sandbox-security § 'Reject simple cd command'"\n  (let ((rules '((:patterns ("/workspace/**") :operations (:read :write)))))\n    (let ((result (jf/bash-sandbox-check "cd /tmp" rules)))\n      (should-not (plist-get result :allowed))\n      (let ((violation (car (plist-get result :violations))))\n        (should (string-match-p "cd commands are prohibited" (plist-get violation :reason)))))))\n```\n\nVerification:\n- All test-security-* tests pass via (ert "^test-security-")\n- Coverage for all scenarios in bash-sandbox-security/spec.md\n- Integration tests verify full security pipeline\n\nContext: architecture.md § "Testing Approach" + specs/bash-sandbox-security/spec.md\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Security Validation Tests, --external-ref, opsx:bash-parser-file-ops:6.3, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
bd create \\n  --title "Special Security Policies" \\n  --external-ref "opsx:bash-parser-file-ops:4.4" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement special security policies: cd rejection, unresolved variables, indirect operations.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (extend security section)\n\nImplementation steps:\n1. Extend "Security Validation - Main" section\n2. Implement cd command rejection:\n   - Detect command-name = "cd"\n   - Return violation with helpful guidance\n   - Reason: "cd commands prohibited (use absolute paths)"\n3. Implement unresolved variable rejection:\n   - Check operation :unresolved metadata\n   - Generate violation with variable names\n   - Reason: "Unresolved variables: $VAR1, $VAR2 (declare or use literals)"\n4. Implement indirect operation handling:\n   - Check operation :indirect flag\n   - Support optional stricter policy (:reject-indirect t)\n   - Mark indirect operations for caller policy decisions\n5. Integrate checks into main jf/bash-sandbox-check before normal validation\n\nDesign rationale:\ncd rejection avoids working directory tracking complexity (security-critical decision). Unresolved variables fail-safe - can't validate paths with unknown variable values. Indirect operations flag enables stricter policies for command injection (security defense-in-depth). All special policies generate clear error messages with guidance.\n\nDesign pattern:\n```elisp\n(defun jf/bash-check-special-policies (parsed-command operations)\n  "Check special security policies. Return violations or nil."\n  (let ((violations nil))\n    ;; Policy 1: Reject cd commands\n    (when (string= (plist-get parsed-command :command) "cd")\n      (push (list :file nil\n                 :operation :cd\n                 :reason "cd commands are prohibited. Use absolute paths or configure runtime working directory.")\n            violations))\n    ;; Policy 2: Reject unresolved variables\n    (dolist (op operations)\n      (when (plist-get op :unresolved)\n        (push (list :file (plist-get op :file)\n                   :operation (plist-get op :operation)\n                   :unresolved-vars (plist-get op :unresolved-vars)\n                   :reason (format "Unresolved variables: %s" (plist-get op :unresolved-vars)))\n              violations)))\n    ;; Policy 3: Indirect operations (flag for caller)\n    ;; Note: Not rejected by default, just marked\n    violations))\n```\n\nVerification:\n- "cd /tmp" → violation with guidance message\n- "cat $UNKNOWN/file.txt" without context → violation with unresolved vars\n- "bash -c 'rm file.txt'" → indirect flag set (policy decision to caller)\n- Test all special policy scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection", "Decision 9: Reject cd Commands"\nEOF\n)"	SUCCESS	0.0	14	0	:simple		bd, create, --title, Special Security Policies, --external-ref, opsx:bash-parser-file-ops:4.4, --label, openspec, --label, bash-parser-file-ops	2	1	command-substitution, heredoc
